application_id,customer_id,bureau,pull_time,score,overdue_count,query_count_1m,is_test_data
AP20250531000077,C00004072,PBOC,2025-05-31 20:43:09,672,0,0,1
AP20250422000076,C00001604,PBOC,2025-04-22 01:17:53,778,2,5,1
AP20250208000137,C00000238,PBOC,2025-02-08 21:39:46,775,0,2,1
AP20250114000047,C00003393,BAIRONG,2025-01-14 22:52:38,645,1,0,1
AP20250204000119,C00004049,PBOC,2025-02-04 17:27:47,543,1,7,1
AP20250315000086,C00006687,TONGDUN,2025-03-15 21:50:08,498,3,7,1
AP20250417000072,C00007210,PBOC,2025-04-17 23:19:02,579,2,0,1
AP20250307000092,C00007990,TONGDUN,2025-03-07 13:17:52,645,3,5,1
AP20250514000085,C00007393,BAIRONG,2025-05-14 13:21:22,698,0,8,1
AP20250627000060,C00002257,BAIRONG,2025-06-27 16:56:19,583,1,1,1
AP20250509000079,C00007178,BAIRONG,2025-05-09 17:30:39,633,1,5,1
AP20250429000069,C00006789,PBOC,2025-04-29 16:01:35,610,3,2,1
AP20250208000138,C00006052,TONGDUN,2025-02-08 12:15:32,521,2,0,1
AP20250507000100,C00001761,BAIRONG,2025-05-07 20:51:41,620,0,3,1
AP20250123000076,C00000985,PBOC,2025-01-23 20:10:34,652,1,6,1
AP20250603000073,C00004979,TONGDUN,2025-06-03 08:17:27,630,0,2,1
AP20250505000081,C00004346,TONGDUN,2025-05-05 22:00:53,542,0,7,1
AP20250219000143,C00005408,TONGDUN,2025-02-19 20:33:15,648,0,7,1
AP20250517000090,C00009106,PBOC,2025-05-17 13:12:06,715,3,2,1
AP20250203000140,C00002767,PBOC,2025-02-03 18:34:03,792,2,2,1
AP20250124000081,C00002387,PBOC,2025-01-24 16:39:58,625,2,1,1
AP20250220000142,C00001664,PBOC,2025-02-20 13:17:26,648,3,8,1
AP20250610000057,C00004857,TONGDUN,2025-06-10 21:25:04,639,2,4,1
AP20250306000104,C00001270,PBOC,2025-03-06 10:48:23,722,1,0,1
AP20250218000158,C00007020,BAIRONG,2025-02-18 19:34:36,683,2,2,1
AP20250324000066,C00000452,PBOC,2025-03-24 13:08:55,588,3,0,1
AP20250208000139,C00006767,BAIRONG,2025-02-08 10:46:03,693,1,1,1
AP20250409000076,C00009498,TONGDUN,2025-04-09 13:43:51,544,3,3,1
AP20250514000086,C00003592,PBOC,2025-05-14 22:03:47,572,1,0,1
AP20250219000144,C00003769,TONGDUN,2025-02-19 02:25:06,600,3,0,1
AP20250128000087,C00007378,BAIRONG,2025-01-28 10:29:40,710,0,7,1
AP20250209000114,C00007780,PBOC,2025-02-09 10:08:46,671,1,4,1
AP20250409000077,C00001025,PBOC,2025-04-09 21:41:38,597,3,0,1
AP20250630000050,C00000391,BAIRONG,2025-06-30 02:51:17,687,1,1,1
AP20250314000091,C00006757,BAIRONG,2025-03-14 22:38:20,621,3,5,1
AP20250510000088,C00006403,PBOC,2025-05-10 13:19:18,782,1,0,1
AP20250529000064,C00004087,PBOC,2025-05-29 12:56:58,778,1,2,1
AP20250516000089,C00004694,PBOC,2025-05-16 22:13:26,617,3,5,1
AP20250408000072,C00003450,PBOC,2025-04-08 02:12:32,685,0,2,1
AP20250417000073,C00004382,TONGDUN,2025-04-17 07:02:55,796,0,1,1
AP20250620000078,C00008298,TONGDUN,2025-06-20 22:09:10,569,3,7,1
AP20250122000068,C00009757,TONGDUN,2025-01-22 19:44:45,731,0,0,1
AP20250607000086,C00007244,BAIRONG,2025-06-07 12:41:56,677,0,7,1
AP20250210000136,C00007410,BAIRONG,2025-02-10 21:24:58,825,0,2,1
AP20250207000136,C00000853,TONGDUN,2025-02-07 17:07:34,682,0,2,1
AP20250528000075,C00004419,PBOC,2025-05-28 13:59:11,744,2,8,1
AP20250326000060,C00000925,PBOC,2025-03-26 13:24:24,510,3,4,1
AP20250626000053,C00000301,TONGDUN,2025-06-26 12:09:17,535,2,7,1
AP20250210000137,C00006583,TONGDUN,2025-02-10 09:26:46,730,2,1,1
AP20250519000099,C00001211,PBOC,2025-05-19 20:18:28,539,1,8,1
AP20250227000123,C00004524,BAIRONG,2025-02-27 13:09:22,649,3,5,1
AP20250116000056,C00003365,BAIRONG,2025-01-16 16:57:58,558,2,0,1
AP20250526000075,C00001901,BAIRONG,2025-05-26 21:38:31,655,2,7,1
AP20250228000127,C00007535,TONGDUN,2025-02-28 13:48:06,500,1,4,1
AP20250313000092,C00007361,PBOC,2025-03-13 10:46:34,523,3,7,1
AP20250223000133,C00009047,BAIRONG,2025-02-23 21:26:50,577,1,5,1
AP20250320000083,C00004287,TONGDUN,2025-03-20 22:58:18,691,2,7,1
AP20250225000134,C00005968,BAIRONG,2025-02-25 13:17:16,647,3,2,1
AP20250108000026,C00001538,PBOC,2025-01-08 19:10:58,726,3,1,1
AP20250214000113,C00007987,PBOC,2025-02-14 01:19:30,606,1,5,1
AP20250510000089,C00001240,TONGDUN,2025-05-10 21:57:14,695,1,0,1
AP20250514000087,C00003398,BAIRONG,2025-05-14 21:02:04,676,1,7,1
AP20250209000115,C00000703,BAIRONG,2025-02-09 20:59:29,571,3,1,1
AP20250201000090,C00009522,BAIRONG,2025-02-01 17:42:15,624,1,5,1
AP20250329000075,C00007396,PBOC,2025-03-29 20:14:28,722,1,8,1
AP20250515000080,C00005661,PBOC,2025-05-15 22:50:15,740,0,1,1
AP20250614000073,C00005673,TONGDUN,2025-06-14 02:32:43,585,2,5,1
AP20250128000088,C00006822,BAIRONG,2025-01-28 02:56:31,703,1,6,1
AP20250211000136,C00002690,PBOC,2025-02-11 13:41:50,704,1,4,1
AP20250329000076,C00002726,TONGDUN,2025-03-29 21:09:59,665,0,6,1
AP20250117000060,C00007155,TONGDUN,2025-01-17 13:01:26,705,3,7,1
AP20250228000128,C00009373,BAIRONG,2025-02-28 21:46:38,677,0,5,1
AP20250201000091,C00004576,TONGDUN,2025-02-01 22:56:33,769,0,3,1
AP20250618000074,C00006184,TONGDUN,2025-06-18 12:48:14,850,3,6,1
AP20250324000067,C00001068,TONGDUN,2025-03-24 12:33:10,650,2,0,1
AP20250623000052,C00001546,PBOC,2025-06-23 20:26:45,583,1,5,1
AP20250404000058,C00002334,PBOC,2025-04-04 13:33:31,803,3,1,1
AP20250329000077,C00008958,BAIRONG,2025-03-29 19:42:35,745,0,2,1
AP20250529000065,C00009919,PBOC,2025-05-29 22:41:59,582,0,3,1
AP20250311000075,C00006894,TONGDUN,2025-03-11 13:23:45,623,2,0,1
AP20250602000074,C00005451,BAIRONG,2025-06-02 16:37:02,453,0,8,1
AP20250615000068,C00006145,TONGDUN,2025-06-15 13:31:22,628,3,7,1
AP20250218000159,C00006210,PBOC,2025-02-18 23:02:46,755,1,5,1
AP20250312000112,C00005711,BAIRONG,2025-03-12 22:39:42,671,2,2,1
AP20250202000126,C00007842,BAIRONG,2025-02-02 12:27:37,778,0,6,1
AP20250123000077,C00007675,BAIRONG,2025-01-23 13:46:18,814,1,5,1
AP20250517000091,C00009951,BAIRONG,2025-05-17 22:39:55,680,0,4,1
AP20250128000089,C00000243,PBOC,2025-01-28 22:14:42,712,0,5,1
AP20250323000071,C00000122,PBOC,2025-03-23 13:48:34,701,1,3,1
AP20250520000107,C00004395,PBOC,2025-05-20 22:45:56,490,1,6,1
AP20250215000137,C00005575,PBOC,2025-02-15 19:45:55,617,0,1,1
AP20250305000114,C00000292,BAIRONG,2025-03-05 20:39:45,681,1,0,1
AP20250523000093,C00001671,TONGDUN,2025-05-23 14:00:24,680,3,5,1
AP20250425000088,C00004828,BAIRONG,2025-04-25 11:07:45,599,2,4,1
AP20250609000068,C00002877,BAIRONG,2025-06-09 22:21:12,528,3,7,1
AP20250331000068,C00009324,TONGDUN,2025-03-31 20:34:34,672,1,4,1
AP20250306000105,C00005554,BAIRONG,2025-03-06 11:56:35,655,3,1,1
AP20250208000140,C00007939,TONGDUN,2025-02-08 21:05:50,716,3,7,1
AP20250610000058,C00006023,TONGDUN,2025-06-10 13:12:31,515,3,0,1
AP20250228000129,C00003213,TONGDUN,2025-02-28 12:17:02,531,0,5,1
AP20250128000090,C00009408,PBOC,2025-01-28 13:55:43,636,0,4,1
AP20250517000092,C00006884,PBOC,2025-05-17 09:16:26,723,0,1,1
AP20250210000138,C00003411,TONGDUN,2025-02-10 22:35:47,590,0,4,1
AP20250223000134,C00007507,BAIRONG,2025-02-23 20:36:16,400,0,7,1
AP20250422000077,C00003837,BAIRONG,2025-04-22 20:32:29,453,3,6,1
AP20250609000069,C00006429,PBOC,2025-06-09 22:21:26,729,2,4,1
AP20250615000069,C00000454,TONGDUN,2025-06-15 14:06:03,741,1,1,1
AP20250512000084,C00000386,BAIRONG,2025-05-12 13:02:27,634,3,3,1
AP20250213000144,C00005799,BAIRONG,2025-02-13 22:11:50,625,3,8,1
AP20250120000069,C00004141,PBOC,2025-01-20 22:36:20,473,3,8,1
AP20250525000085,C00002972,BAIRONG,2025-05-25 13:07:21,690,1,0,1
AP20250126000068,C00003093,PBOC,2025-01-26 12:10:17,720,2,5,1
AP20250309000101,C00000486,PBOC,2025-03-09 12:33:48,512,0,4,1
AP20250307000093,C00003155,PBOC,2025-03-07 20:10:48,530,2,6,1
AP20250131000107,C00002160,TONGDUN,2025-01-31 13:17:16,609,1,6,1
AP20250605000062,C00009110,BAIRONG,2025-06-05 12:59:51,562,1,4,1
AP20250625000062,C00003928,TONGDUN,2025-06-25 20:30:43,641,3,8,1
AP20250310000097,C00008958,PBOC,2025-03-10 01:56:47,463,2,2,1
AP20250131000108,C00001084,TONGDUN,2025-01-31 14:03:01,780,1,6,1
AP20250130000099,C00001776,BAIRONG,2025-01-30 14:29:07,521,2,8,1
AP20250202000127,C00008102,PBOC,2025-02-02 09:11:04,727,1,6,1
AP20250427000068,C00003972,TONGDUN,2025-04-27 20:39:22,465,1,6,1
AP20250603000074,C00006963,PBOC,2025-06-03 07:33:56,730,1,6,1
AP20250318000077,C00000862,BAIRONG,2025-03-18 16:57:17,668,2,8,1
AP20250227000124,C00002238,BAIRONG,2025-02-27 15:21:31,588,1,0,1
AP20250210000139,C00001842,PBOC,2025-02-10 19:08:56,575,2,6,1
AP20250126000069,C00006431,BAIRONG,2025-01-26 02:04:43,722,0,8,1
AP20250223000135,C00004820,PBOC,2025-02-23 22:17:58,707,1,8,1
AP20250207000137,C00001940,TONGDUN,2025-02-07 16:22:07,555,2,1,1
AP20250207000138,C00001116,BAIRONG,2025-02-07 10:46:07,650,3,1,1
AP20250306000106,C00009682,PBOC,2025-03-06 20:36:41,696,3,4,1
AP20250428000065,C00008698,TONGDUN,2025-04-28 11:41:22,570,0,4,1
AP20250309000102,C00009173,PBOC,2025-03-09 08:55:23,754,3,7,1
AP20250616000074,C00001150,TONGDUN,2025-06-16 20:45:23,758,3,2,1
AP20250204000120,C00001935,BAIRONG,2025-02-04 14:45:47,538,2,7,1
AP20250222000126,C00006318,PBOC,2025-02-22 21:15:27,701,2,7,1
AP20250127000103,C00008098,TONGDUN,2025-01-27 08:58:41,850,3,6,1
AP20250313000093,C00008177,BAIRONG,2025-03-13 22:40:52,605,2,6,1
AP20250406000069,C00000513,BAIRONG,2025-04-06 22:48:58,559,3,1,1
AP20250525000086,C00002060,BAIRONG,2025-05-25 12:29:12,617,1,1,1
AP20250518000073,C00005562,PBOC,2025-05-18 13:34:10,646,1,0,1
AP20250207000139,C00002150,PBOC,2025-02-07 12:11:55,804,0,7,1
AP20250127000104,C00005853,BAIRONG,2025-01-27 12:41:56,661,0,0,1
AP20250312000113,C00001052,BAIRONG,2025-03-12 22:36:16,693,2,3,1
AP20250210000140,C00009044,BAIRONG,2025-02-12 05:20:24,763,0,0,1
AP20250130000100,C00006689,BAIRONG,2025-01-30 12:09:52,613,2,4,1
AP20250223000136,C00002801,PBOC,2025-02-23 17:13:06,756,2,4,1
AP20250218000160,C00006052,BAIRONG,2025-02-18 22:48:42,641,3,5,1
AP20250506000084,C00009080,PBOC,2025-05-06 13:30:42,569,2,7,1
AP20250226000128,C00000811,BAIRONG,2025-02-26 13:01:03,528,0,8,1
AP20250303000103,C00007194,TONGDUN,2025-03-03 16:08:03,529,2,3,1
AP20250401000067,C00009457,BAIRONG,2025-04-01 14:06:53,560,2,6,1
AP20250330000052,C00004823,BAIRONG,2025-03-30 18:10:46,679,2,7,1
AP20250218000161,C00004881,PBOC,2025-02-18 02:58:21,577,1,0,1
AP20250529000066,C00006889,BAIRONG,2025-05-29 12:39:19,648,0,4,1
AP20250607000087,C00000457,PBOC,2025-06-07 20:18:12,653,3,2,1
AP20250404000059,C00004724,PBOC,2025-04-04 11:46:49,821,3,8,1
AP20250220000143,C00007876,PBOC,2025-02-20 18:21:42,711,1,1,1
AP20250121000063,C00000778,TONGDUN,2025-01-21 21:48:45,656,3,3,1
AP20250414000065,C00009026,TONGDUN,2025-04-14 10:18:57,612,3,2,1
AP20250311000076,C00000466,PBOC,2025-03-11 21:50:02,645,2,7,1
AP20250218000162,C00009586,TONGDUN,2025-02-18 08:01:56,689,0,4,1
AP20250213000145,C00008851,PBOC,2025-02-13 22:20:21,668,0,0,1
AP20250314000092,C00007697,PBOC,2025-03-14 22:16:14,615,2,0,1
AP20250125000080,C00009791,PBOC,2025-01-25 21:49:23,612,1,2,1
AP20250504000087,C00005704,PBOC,2025-05-04 12:26:32,606,1,0,1
AP20250614000074,C00006610,BAIRONG,2025-06-14 14:11:58,728,0,7,1
AP20250410000060,C00007318,PBOC,2025-04-10 21:06:04,842,0,1,1
AP20250521000082,C00009160,BAIRONG,2025-05-21 18:42:20,620,2,2,1
AP20250605000063,C00002722,TONGDUN,2025-06-05 13:02:27,493,3,0,1
AP20250607000088,C00004495,TONGDUN,2025-06-07 20:28:26,570,1,0,1
AP20250211000137,C00002150,TONGDUN,2025-02-11 13:24:01,601,3,5,1
AP20250530000072,C00004231,PBOC,2025-05-30 21:40:42,564,3,5,1
AP20250119000065,C00008504,BAIRONG,2025-01-19 13:52:04,629,0,6,1
AP20250211000138,C00005059,PBOC,2025-02-11 21:49:29,603,0,0,1
AP20250606000081,C00008965,PBOC,2025-06-06 00:13:04,596,3,8,1
AP20250221000154,C00002332,BAIRONG,2025-02-21 13:32:49,728,1,7,1
AP20250614000075,C00007633,PBOC,2025-06-14 20:56:09,590,3,4,1
AP20250609000070,C00000624,PBOC,2025-06-09 07:54:06,646,0,2,1
AP20250226000129,C00004362,PBOC,2025-02-26 12:05:05,770,2,3,1
AP20250130000101,C00002372,BAIRONG,2025-01-30 20:16:59,572,1,1,1
AP20250224000117,C00008688,BAIRONG,2025-02-24 11:33:01,694,1,2,1
AP20250520000108,C00006256,PBOC,2025-05-20 22:23:22,719,2,5,1
AP20250203000141,C00002148,BAIRONG,2025-02-03 18:10:19,680,3,8,1
AP20250618000075,C00009145,TONGDUN,2025-06-18 00:19:03,575,2,1,1
AP20250220000144,C00007850,BAIRONG,2025-02-20 00:08:44,609,0,1,1
AP20250128000091,C00009705,TONGDUN,2025-01-28 13:48:42,579,2,5,1
AP20250309000103,C00005547,PBOC,2025-03-09 09:58:34,706,2,0,1
AP20250502000080,C00007645,PBOC,2025-05-02 13:26:29,583,3,7,1
AP20250427000069,C00004183,PBOC,2025-04-27 22:30:10,672,2,0,1
AP20250531000078,C00002918,BAIRONG,2025-05-31 13:07:38,696,3,1,1
AP20250425000089,C00008488,PBOC,2025-04-25 01:42:32,629,2,3,1
AP20250623000053,C00008506,BAIRONG,2025-06-23 21:52:15,578,0,1,1
AP20250615000070,C00007963,BAIRONG,2025-06-15 13:07:05,688,0,7,1
AP20250605000064,C00000219,TONGDUN,2025-06-05 13:30:33,682,3,0,1
AP20250518000074,C00007386,TONGDUN,2025-05-18 13:23:33,605,1,0,1
AP20250228000130,C00002568,BAIRONG,2025-02-28 14:05:32,543,0,3,1
AP20250213000146,C00004132,PBOC,2025-02-13 21:29:39,663,3,1,1
AP20250314000093,C00000298,BAIRONG,2025-03-14 16:26:53,484,2,1,1
AP20250313000094,C00005349,BAIRONG,2025-03-13 12:40:37,587,0,3,1
AP20250219000145,C00006679,PBOC,2025-02-19 20:07:57,671,3,4,1
AP20250619000062,C00000210,TONGDUN,2025-06-21 20:38:34,593,1,0,1
AP20250506000085,C00008132,BAIRONG,2025-05-06 13:19:22,636,0,6,1
AP20250116000057,C00008382,PBOC,2025-01-16 12:51:40,673,1,0,1
AP20250428000066,C00006693,PBOC,2025-04-28 02:12:32,623,2,2,1
AP20250129000094,C00008263,PBOC,2025-01-29 13:47:06,570,2,3,1
AP20250123000078,C00009354,PBOC,2025-01-23 13:30:11,698,2,4,1
AP20250222000127,C00000372,BAIRONG,2025-02-22 11:48:52,568,3,5,1
AP20250210000141,C00002574,PBOC,2025-02-10 09:38:20,701,1,5,1
AP20250506000086,C00000201,TONGDUN,2025-05-06 16:32:48,619,1,7,1
AP20250219000146,C00003055,BAIRONG,2025-02-19 23:53:56,677,2,0,1
AP20250617000056,C00002154,TONGDUN,2025-06-17 20:16:48,754,0,1,1
AP20250111000031,C00003710,BAIRONG,2025-01-11 08:41:10,429,1,2,1
AP20250216000117,C00001439,BAIRONG,2025-02-16 22:11:22,789,2,2,1
AP20250331000069,C00007628,BAIRONG,2025-03-31 20:54:32,735,3,5,1
AP20250522000079,C00004318,PBOC,2025-05-22 10:35:01,752,2,4,1
AP20250304000105,C00007354,TONGDUN,2025-03-04 20:44:26,585,2,6,1
AP20250614000076,C00009109,BAIRONG,2025-06-14 20:36:28,759,3,7,1
AP20250330000053,C00002790,TONGDUN,2025-03-30 01:08:11,667,2,1,1
AP20250214000114,C00005020,TONGDUN,2025-02-14 19:14:08,672,1,7,1
AP20250507000101,C00000579,TONGDUN,2025-05-07 11:45:01,649,0,8,1
AP20250228000131,C00003300,PBOC,2025-02-28 13:10:48,681,3,7,1
AP20250204000121,C00005727,BAIRONG,2025-02-04 22:45:00,603,1,2,1
AP20250401000068,C00002426,TONGDUN,2025-04-01 20:18:49,629,2,5,1
AP20250207000140,C00006604,TONGDUN,2025-02-07 09:07:00,560,1,5,1
AP20250116000058,C00003504,BAIRONG,2025-01-16 14:10:38,703,2,6,1
AP20250215000138,C00002478,BAIRONG,2025-02-15 13:53:42,500,2,2,1
AP20250512000085,C00001696,PBOC,2025-05-12 20:31:37,693,2,3,1
AP20250206000107,C00000922,BAIRONG,2025-02-06 14:18:35,666,2,2,1
AP20250324000068,C00003488,TONGDUN,2025-03-24 20:46:55,677,2,5,1
AP20250213000147,C00006461,BAIRONG,2025-02-13 02:01:37,594,0,1,1
AP20250317000083,C00002595,BAIRONG,2025-03-17 21:04:32,618,0,7,1
AP20250218000163,C00006681,TONGDUN,2025-02-18 13:17:45,720,2,5,1
AP20250407000072,C00006232,TONGDUN,2025-04-07 22:41:31,558,0,2,1
AP20250624000059,C00000793,BAIRONG,2025-06-24 16:04:33,520,1,7,1
AP20250414000066,C00000533,BAIRONG,2025-04-14 10:37:02,752,0,6,1
AP20250210000142,C00004543,BAIRONG,2025-02-10 23:06:58,677,0,4,1
AP20250308000097,C00006159,PBOC,2025-03-08 15:11:53,742,2,6,1
AP20250226000130,C00009602,PBOC,2025-02-26 15:03:08,590,3,6,1
AP20250315000087,C00000361,TONGDUN,2025-03-15 09:57:41,598,0,4,1
AP20250523000094,C00002837,PBOC,2025-05-23 20:38:36,613,2,7,1
AP20250524000079,C00006632,TONGDUN,2025-05-24 22:45:42,546,1,8,1
AP20250531000079,C00009881,TONGDUN,2025-05-31 19:39:51,739,0,8,1
AP20250428000067,C00007152,TONGDUN,2025-04-28 21:23:58,647,3,1,1
AP20250426000063,C00001642,TONGDUN,2025-04-26 09:34:52,594,0,0,1
AP20250308000098,C00002853,TONGDUN,2025-03-08 21:37:30,673,0,5,1
AP20250315000088,C00000317,BAIRONG,2025-03-15 09:44:01,677,3,4,1
AP20250211000139,C00000074,BAIRONG,2025-02-11 08:12:44,641,3,2,1
AP20250515000081,C00007582,PBOC,2025-05-15 17:49:23,751,3,8,1
AP20250602000075,C00003984,BAIRONG,2025-06-02 12:39:55,747,2,1,1
AP20250628000051,C00003000,PBOC,2025-06-28 21:11:53,789,3,4,1
AP20250516000090,C00008951,PBOC,2025-05-16 20:25:27,622,1,0,1
AP20250210000143,C00000524,PBOC,2025-02-10 20:25:44,673,2,2,1
AP20250213000148,C00007336,TONGDUN,2025-02-13 10:41:00,605,3,7,1
AP20250330000054,C00008757,BAIRONG,2025-03-30 23:02:01,727,3,6,1
AP20250411000072,C00009411,BAIRONG,2025-04-11 19:46:40,461,0,3,1
AP20250502000081,C00000005,PBOC,2025-05-02 14:00:45,747,2,6,1
AP20250617000057,C00008457,BAIRONG,2025-06-17 15:26:58,698,0,5,1
AP20250220000145,C00007865,PBOC,2025-02-20 22:00:56,621,1,8,1
AP20250207000141,C00005893,BAIRONG,2025-02-07 15:08:14,607,0,4,1
AP20250220000146,C00003178,PBOC,2025-02-20 18:07:51,821,0,7,1
AP20250404000060,C00006367,BAIRONG,2025-04-04 20:55:15,659,0,7,1
AP20250330000055,C00002447,PBOC,2025-03-30 12:09:33,733,2,2,1
AP20250519000100,C00005326,TONGDUN,2025-05-19 02:57:06,704,1,7,1
AP20250521000083,C00008045,BAIRONG,2025-05-21 13:02:02,499,1,5,1
AP20250624000060,C00000585,BAIRONG,2025-06-24 20:10:49,787,2,1,1
AP20250513000073,C00000091,BAIRONG,2025-05-13 20:33:15,496,2,0,1
AP20250205000114,C00005699,TONGDUN,2025-02-05 16:26:45,789,3,6,1
AP20250419000065,C00002460,BAIRONG,2025-04-19 21:43:55,614,0,0,1
AP20250618000076,C00007487,PBOC,2025-06-18 01:04:34,706,0,5,1
AP20250430000060,C00008612,BAIRONG,2025-04-30 14:07:14,761,3,2,1
AP20250524000080,C00003389,BAIRONG,2025-05-24 21:20:17,612,3,4,1
AP20250616000075,C00002676,BAIRONG,2025-06-16 13:23:08,744,2,3,1
AP20250319000064,C00009973,TONGDUN,2025-03-19 21:16:06,558,3,7,1
AP20250129000095,C00006553,TONGDUN,2025-01-29 20:22:56,646,1,1,1
AP20250306000107,C00000693,TONGDUN,2025-03-06 12:23:34,628,3,1,1
AP20250429000070,C00006623,TONGDUN,2025-04-29 16:35:47,678,0,1,1
AP20250522000080,C00000333,TONGDUN,2025-05-22 23:25:30,652,2,6,1
AP20250126000070,C00007708,PBOC,2025-01-26 13:15:34,721,2,3,1
AP20250310000098,C00003250,BAIRONG,2025-03-10 06:47:22,535,2,2,1
AP20250520000109,C00000823,BAIRONG,2025-05-20 21:35:22,671,0,3,1
AP20250606000082,C00003996,PBOC,2025-06-06 19:00:39,663,1,5,1
AP20250419000066,C00009498,PBOC,2025-04-19 14:38:33,665,2,6,1
AP20250502000082,C00000109,PBOC,2025-05-02 06:15:59,584,0,7,1
AP20250209000116,C00003620,PBOC,2025-02-09 06:56:02,714,1,4,1
AP20250422000078,C00004879,TONGDUN,2025-04-22 12:26:51,553,1,3,1
AP20250428000068,C00002867,PBOC,2025-04-28 19:52:35,626,1,5,1
AP20250412000068,C00005681,BAIRONG,2025-04-12 20:28:59,671,2,0,1
AP20250130000102,C00002276,PBOC,2025-01-30 14:17:36,579,3,8,1
AP20250317000084,C00004809,BAIRONG,2025-03-17 13:16:22,630,1,4,1
AP20250225000135,C00001766,TONGDUN,2025-02-25 02:25:15,641,2,1,1
AP20250430000061,C00006898,TONGDUN,2025-04-30 21:30:38,651,2,7,1
AP20250116000059,C00001707,BAIRONG,2025-01-16 11:55:08,670,3,1,1
AP20250222000128,C00006083,PBOC,2025-02-22 16:51:03,701,1,7,1
AP20250321000074,C00009787,PBOC,2025-03-21 07:00:24,597,1,7,1
AP20250314000094,C00002152,BAIRONG,2025-03-14 14:12:06,562,0,7,1
AP20250411000073,C00003725,PBOC,2025-04-11 21:14:26,562,2,7,1
AP20250111000032,C00007796,BAIRONG,2025-01-11 20:54:58,592,2,6,1
AP20250130000103,C00007303,TONGDUN,2025-01-30 10:26:44,656,2,7,1
AP20250307000094,C00006837,TONGDUN,2025-03-07 22:02:02,652,1,3,1
AP20250118000056,C00001371,BAIRONG,2025-01-18 09:26:58,850,2,5,1
AP20250116000060,C00009213,TONGDUN,2025-01-16 21:13:45,567,3,0,1
AP20250324000069,C00000465,BAIRONG,2025-03-24 22:40:51,679,1,4,1
AP20250107000023,C00008172,BAIRONG,2025-01-07 08:22:19,656,2,1,1
AP20250318000078,C00002407,BAIRONG,2025-03-18 11:53:47,746,1,1,1
AP20250205000115,C00008023,TONGDUN,2025-02-05 12:44:00,679,0,1,1
AP20250218000164,C00006267,PBOC,2025-02-18 21:15:19,660,3,5,1
AP20250627000061,C00007963,BAIRONG,2025-06-27 17:07:32,684,1,4,1
AP20250304000106,C00008585,PBOC,2025-03-04 22:16:38,703,0,5,1
AP20250611000082,C00000980,PBOC,2025-06-11 19:22:23,705,2,7,1
AP20250404000061,C00002425,TONGDUN,2025-04-04 22:47:00,660,3,3,1
AP20250108000027,C00005867,BAIRONG,2025-01-08 13:00:58,819,2,3,1
AP20250512000086,C00007582,TONGDUN,2025-05-12 22:42:23,673,3,2,1
AP20250629000054,C00000678,PBOC,2025-06-29 23:42:23,557,2,6,1
AP20250303000104,C00003761,PBOC,2025-03-03 15:41:17,593,0,4,1
AP20250630000051,C00000409,PBOC,2025-06-30 11:50:35,710,2,7,1
AP20250127000105,C00009087,TONGDUN,2025-01-27 13:12:32,690,3,5,1
AP20250506000087,C00000338,BAIRONG,2025-05-06 19:14:00,629,1,7,1
AP20250609000071,C00001523,PBOC,2025-06-09 19:56:24,478,3,5,1
AP20250416000067,C00001187,TONGDUN,2025-04-16 01:00:19,667,0,8,1
AP20250122000069,C00005679,PBOC,2025-01-22 18:34:29,631,1,8,1
AP20250209000117,C00009936,BAIRONG,2025-02-09 10:54:28,739,3,8,1
AP20250409000078,C00003205,PBOC,2025-04-09 23:17:09,682,0,3,1
AP20250623000054,C00009012,PBOC,2025-06-24 10:01:00,737,2,5,1
AP20250412000069,C00006911,TONGDUN,2025-04-12 21:53:52,658,1,5,1
AP20250507000102,C00001784,BAIRONG,2025-05-07 22:45:55,571,3,6,1
AP20250207000142,C00006854,BAIRONG,2025-02-07 15:09:22,592,1,0,1
AP20250410000061,C00003827,PBOC,2025-04-10 20:03:56,611,2,2,1
AP20250305000115,C00002578,PBOC,2025-03-05 19:20:07,644,1,4,1
AP20250111000033,C00004064,PBOC,2025-01-11 21:17:56,644,1,2,1
AP20250321000075,C00005505,PBOC,2025-03-21 12:47:36,509,1,5,1
AP20250405000057,C00008021,PBOC,2025-04-05 22:00:17,598,1,8,1
AP20250215000139,C00008989,BAIRONG,2025-02-15 08:33:19,637,3,2,1
AP20250628000052,C00005340,TONGDUN,2025-06-28 16:38:29,628,0,5,1
AP20250526000076,C00007671,TONGDUN,2025-05-26 22:32:49,640,3,4,1
AP20250624000061,C00004008,TONGDUN,2025-06-24 16:18:22,472,1,7,1
AP20250115000057,C00003995,PBOC,2025-01-15 16:55:57,682,3,4,1
AP20250214000115,C00003367,BAIRONG,2025-02-14 10:41:58,603,2,1,1
AP20250319000065,C00002768,BAIRONG,2025-03-19 13:21:10,783,0,7,1
AP20250328000066,C00005531,TONGDUN,2025-03-28 22:24:37,699,2,3,1
AP20250324000070,C00006809,TONGDUN,2025-03-24 22:47:53,592,2,4,1
AP20250508000084,C00004808,TONGDUN,2025-05-08 14:45:04,640,0,6,1
AP20250425000090,C00002798,BAIRONG,2025-04-25 17:26:42,686,2,7,1
AP20250330000056,C00000894,PBOC,2025-03-30 15:47:37,629,0,5,1
AP20250222000129,C00009657,TONGDUN,2025-02-22 23:19:57,621,1,6,1
AP20250324000071,C00008321,BAIRONG,2025-03-24 02:19:10,762,3,2,1
