application_id,customer_id,product_code,apply_amount,apply_term,channel_code,campaign_id,apply_purpose,status,reject_code,apply_time,decision_time,is_test_data
AP20250227000122,C00006895,JOINT_LOAN,80000.00,3,APP_ORG,CAMP0022,婚庆,REJECTED,R009,2025-02-27 22:22:56,2025-02-27 22:33:59,1
AP20250604000060,C00008091,SELF_LOAN,8000.00,6,TENCENT_AD,\N,购车,REJECTED,R006,2025-06-04 13:03:02,2025-06-04 13:11:17,1
AP20250503000083,C00008106,GUARANTEE_LOAN,15000.00,24,TENCENT_AD,\N,装修,APPROVED,\N,2025-05-03 20:16:32,2025-05-03 20:27:35,1
AP20250222000124,C00009173,JOINT_LOAN,20000.00,3,PARTNER_MALL,CAMP0034,教育,APPROVED,\N,2025-02-22 21:52:08,2025-02-22 22:00:16,1
AP20250203000139,C00003728,PLATFORM_LOAN,2000.00,24,PARTNER_MALL,CAMP0021,教育,REJECTED,R009,2025-02-03 21:56:22,2025-02-03 22:06:58,1
AP20250622000052,C00005702,SELF_LOAN,2000.00,24,TENCENT_AD,\N,教育,APPROVED,\N,2025-06-22 12:32:11,2025-06-22 12:44:31,1
AP20250314000090,C00007706,SELF_LOAN,15000.00,6,KUAISHOU_AD,\N,购车,APPROVED,\N,2025-03-14 09:39:40,2025-03-14 09:51:23,1
AP20250307000091,C00009873,GUARANTEE_LOAN,50000.00,6,KUAISHOU_AD,CAMP0031,其他,REJECTED,R006,2025-03-07 13:00:42,2025-03-07 13:06:47,1
AP20250305000113,C00008842,JOINT_LOAN,15000.00,24,APP_ORG,CAMP0022,旅游,APPROVED,\N,2025-03-05 18:06:44,2025-03-05 18:18:27,1
AP20250205000113,C00002077,JOINT_LOAN,80000.00,18,KUAISHOU_AD,CAMP0012,旅游,APPROVED,\N,2025-02-05 14:54:03,2025-02-05 15:00:02,1
AP20250403000049,C00005411,SELF_LOAN,1000.00,36,KUAISHOU_AD,CAMP0024,医疗,REJECTED,R009,2025-04-03 15:23:32,2025-04-03 15:30:42,1
AP20250504000086,C00001979,JOINT_LOAN,20000.00,12,BYTEDANCE_AD,\N,购车,APPROVED,\N,2025-05-04 21:06:52,2025-05-04 21:12:26,1
AP20250511000079,C00001671,PLATFORM_LOAN,2000.00,3,APP_ORG,\N,医疗,APPROVED,\N,2025-05-11 15:47:50,2025-05-11 15:59:01,1
AP20250419000064,C00007490,JOINT_LOAN,80000.00,36,H5_PROMO,CAMP0031,婚庆,APPROVED,\N,2025-04-19 14:42:31,2025-04-19 14:51:45,1
AP20250206000106,C00005236,PLATFORM_LOAN,100000.00,12,BYTEDANCE_AD,CAMP0028,婚庆,APPROVED,\N,2025-02-06 13:12:28,2025-02-06 13:26:31,1
AP20250612000079,C00004199,PLATFORM_LOAN,15000.00,36,BYTEDANCE_AD,\N,消费,REJECTED,R006,2025-06-12 20:58:22,2025-06-12 21:08:43,1
AP20250416000065,C00006151,JOINT_LOAN,1000.00,24,APP_ORG,\N,购车,REJECTED,R004,2025-04-16 12:13:35,2025-04-16 12:23:40,1
AP20250215000136,C00001121,PLATFORM_LOAN,10000.00,24,BYTEDANCE_AD,CAMP0007,其他,APPROVED,\N,2025-02-15 15:19:15,2025-02-15 15:33:20,1
AP20250413000065,C00002699,PLATFORM_LOAN,80000.00,12,BAIDU_SEM,CAMP0005,婚庆,REJECTED,R006,2025-04-13 20:55:06,2025-04-13 21:02:31,1
AP20250225000131,C00003123,SELF_LOAN,2000.00,18,APP_ORG,CAMP0030,装修,APPROVED,\N,2025-02-25 22:09:25,2025-02-25 22:24:31,1
AP20250601000087,C00003637,GUARANTEE_LOAN,1000.00,36,H5_PROMO,\N,消费,APPROVED,\N,2025-06-01 13:35:07,2025-06-01 13:47:41,1
AP20250225000132,C00008273,PLATFORM_LOAN,80000.00,18,KUAISHOU_AD,\N,教育,REJECTED,R006,2025-02-25 09:04:28,2025-02-25 09:08:14,1
AP20250123000075,C00001767,SELF_LOAN,100000.00,6,BAIDU_SEM,CAMP0034,购车,REJECTED,R007,2025-01-23 12:36:46,2025-01-23 12:50:43,1
AP20250131000105,C00005204,PLATFORM_LOAN,80000.00,6,WECHAT_MP,\N,旅游,APPROVED,\N,2025-01-31 15:54:34,2025-01-31 16:04:09,1
AP20250221000152,C00005959,PLATFORM_LOAN,1000.00,12,H5_PROMO,CAMP0011,教育,APPROVED,\N,2025-02-21 00:25:23,2025-02-21 00:32:23,1
AP20250328000064,C00000334,SELF_LOAN,20000.00,12,REFERRAL,\N,旅游,REJECTED,R008,2025-03-28 22:45:13,2025-03-28 22:59:33,1
AP20250613000068,C00003011,SELF_LOAN,80000.00,18,BYTEDANCE_AD,\N,医疗,APPROVED,\N,2025-06-13 20:27:47,2025-06-13 20:36:52,1
AP20250416000066,C00008300,PLATFORM_LOAN,8000.00,36,KUAISHOU_AD,CAMP0017,购车,APPROVED,\N,2025-04-16 12:57:22,2025-04-16 13:05:28,1
AP20250216000115,C00006484,PLATFORM_LOAN,100000.00,12,APP_ORG,\N,装修,REJECTED,R006,2025-02-16 20:58:51,2025-02-16 21:04:44,1
AP20250422000075,C00000898,JOINT_LOAN,2000.00,36,BAIDU_SEM,\N,教育,APPROVED,\N,2025-04-22 21:19:49,2025-04-22 21:24:44,1
AP20250131000106,C00009473,SELF_LOAN,2000.00,3,H5_PROMO,\N,购车,APPROVED,\N,2025-01-31 22:30:24,2025-01-31 22:43:25,1
AP20250303000101,C00003404,PLATFORM_LOAN,100000.00,6,BYTEDANCE_AD,\N,其他,APPROVED,\N,2025-03-03 21:13:18,2025-03-03 21:26:30,1
AP20250402000067,C00009382,SELF_LOAN,8000.00,6,KUAISHOU_AD,CAMP0017,教育,REJECTED,R009,2025-04-02 13:36:23,2025-04-02 13:48:24,1
AP20250619000061,C00004419,GUARANTEE_LOAN,8000.00,24,KUAISHOU_AD,\N,装修,APPROVED,\N,2025-06-19 09:29:38,2025-06-19 09:41:42,1
AP20250526000074,C00000507,SELF_LOAN,8000.00,12,APP_ORG,\N,教育,APPROVED,\N,2025-05-26 14:01:07,2025-05-26 14:11:29,1
AP20250402000068,C00003724,PLATFORM_LOAN,80000.00,36,WECHAT_MP,\N,装修,REJECTED,R009,2025-04-02 12:14:02,2025-04-02 12:23:15,1
AP20250224000116,C00008177,PLATFORM_LOAN,8000.00,36,BYTEDANCE_AD,CAMP0016,教育,APPROVED,\N,2025-02-24 20:56:53,2025-02-24 21:07:08,1
AP20250303000102,C00002570,JOINT_LOAN,10000.00,3,PARTNER_BANK1,\N,消费,REJECTED,R007,2025-03-03 12:27:58,2025-03-03 12:33:27,1
AP20250211000135,C00007779,JOINT_LOAN,5000.00,6,APP_ORG,CAMP0039,消费,APPROVED,\N,2025-02-11 22:21:08,2025-02-11 22:29:52,1
AP20250222000125,C00000976,SELF_LOAN,30000.00,18,BYTEDANCE_AD,CAMP0002,婚庆,APPROVED,\N,2025-02-22 13:37:02,2025-02-22 13:46:22,1
AP20250321000073,C00004275,SELF_LOAN,10000.00,12,TENCENT_AD,\N,装修,APPROVED,\N,2025-03-21 17:10:53,2025-03-21 17:24:08,1
AP20250402000069,C00009880,GUARANTEE_LOAN,8000.00,36,BYTEDANCE_AD,\N,旅游,REJECTED,R004,2025-04-02 15:35:50,2025-04-02 15:41:27,1
AP20250325000069,C00000549,PLATFORM_LOAN,20000.00,18,APP_ORG,CAMP0005,装修,REJECTED,R006,2025-03-25 22:37:06,2025-03-25 22:49:33,1
AP20250124000080,C00007303,PLATFORM_LOAN,20000.00,18,H5_PROMO,CAMP0017,其他,APPROVED,\N,2025-01-24 12:23:15,2025-01-24 12:32:33,1
AP20250108000025,C00005283,PLATFORM_LOAN,20000.00,3,TENCENT_AD,CAMP0018,其他,APPROVED,\N,2025-01-08 10:51:35,2025-01-08 11:02:18,1
AP20250514000083,C00003553,JOINT_LOAN,20000.00,18,APP_ORG,\N,装修,REJECTED,R008,2025-05-14 20:25:08,2025-05-14 20:37:28,1
AP20250214000112,C00005119,PLATFORM_LOAN,50000.00,3,BYTEDANCE_AD,CAMP0006,购车,REJECTED,R004,2025-02-14 13:06:30,2025-02-14 13:17:19,1
AP20250530000071,C00003369,JOINT_LOAN,100000.00,12,BAIDU_SEM,\N,装修,APPROVED,\N,2025-05-30 12:02:54,2025-05-30 12:08:15,1
AP20250328000065,C00004676,JOINT_LOAN,80000.00,18,REFERRAL,CAMP0012,医疗,REJECTED,R008,2025-03-28 20:19:10,2025-03-28 20:24:30,1
AP20250514000084,C00000494,PLATFORM_LOAN,50000.00,36,TENCENT_AD,CAMP0014,消费,REJECTED,R006,2025-05-14 17:22:17,2025-05-14 17:30:19,1
AP20250315000085,C00005802,SELF_LOAN,8000.00,36,BYTEDANCE_AD,CAMP0011,教育,REJECTED,R004,2025-03-15 12:36:39,2025-03-15 12:48:51,1
AP20250327000060,C00009061,SELF_LOAN,15000.00,24,APP_ORG,CAMP0038,旅游,APPROVED,\N,2025-03-27 22:19:05,2025-03-27 22:30:46,1
AP20250525000084,C00004834,SELF_LOAN,80000.00,36,BYTEDANCE_AD,\N,医疗,REJECTED,R008,2025-05-25 12:57:54,2025-05-25 13:03:19,1
AP20250518000072,C00002621,JOINT_LOAN,100000.00,24,TENCENT_AD,\N,婚庆,REJECTED,R008,2025-05-18 15:19:45,2025-05-18 15:25:42,1
AP20250516000088,C00008148,JOINT_LOAN,2000.00,24,BYTEDANCE_AD,CAMP0014,消费,APPROVED,\N,2025-05-16 20:36:00,2025-05-16 20:42:37,1
AP20250524000078,C00006786,GUARANTEE_LOAN,80000.00,3,PARTNER_BANK1,\N,其他,APPROVED,\N,2025-05-24 21:37:32,2025-05-24 21:41:27,1
AP20250615000066,C00008678,JOINT_LOAN,80000.00,6,BYTEDANCE_AD,\N,旅游,REJECTED,R008,2025-06-15 07:40:12,2025-06-15 07:52:23,1
AP20250615000067,C00005353,SELF_LOAN,8000.00,24,BAIDU_SEM,\N,购车,APPROVED,\N,2025-06-15 13:33:13,2025-06-15 13:38:45,1
AP20250119000064,C00007555,SELF_LOAN,5000.00,24,KUAISHOU_AD,CAMP0023,旅游,APPROVED,\N,2025-01-19 20:10:36,2025-01-19 20:18:57,1
AP20250117000059,C00009782,PLATFORM_LOAN,30000.00,12,PARTNER_MALL,\N,消费,APPROVED,\N,2025-01-17 22:12:45,2025-01-17 22:27:28,1
AP20250220000140,C00001072,PLATFORM_LOAN,2000.00,36,BYTEDANCE_AD,CAMP0023,婚庆,REJECTED,R009,2025-02-20 16:40:27,2025-02-20 16:46:51,1
AP20250225000133,C00008846,PLATFORM_LOAN,8000.00,36,BYTEDANCE_AD,CAMP0029,消费,APPROVED,\N,2025-02-25 14:43:05,2025-02-25 14:51:32,1
AP20250216000116,C00007203,SELF_LOAN,1000.00,24,APP_ORG,CAMP0031,装修,APPROVED,\N,2025-02-16 02:45:01,2025-02-16 02:54:23,1
AP20250405000056,C00003807,SELF_LOAN,1000.00,3,H5_PROMO,\N,旅游,REJECTED,R008,2025-04-05 20:53:05,2025-04-05 21:04:37,1
AP20250625000061,C00005141,SELF_LOAN,30000.00,3,H5_PROMO,\N,购车,REJECTED,R009,2025-06-25 12:14:52,2025-06-25 12:26:02,1
AP20250426000062,C00007914,GUARANTEE_LOAN,1000.00,18,BYTEDANCE_AD,CAMP0033,消费,APPROVED,\N,2025-04-26 21:27:38,2025-04-26 21:34:14,1
AP20250429000068,C00000472,PLATFORM_LOAN,2000.00,3,TENCENT_AD,CAMP0017,消费,APPROVED,\N,2025-04-29 12:28:57,2025-04-29 12:40:47,1
AP20250202000125,C00005499,JOINT_LOAN,10000.00,24,BAIDU_SEM,CAMP0004,婚庆,REJECTED,R006,2025-02-02 11:58:30,2025-02-02 12:04:42,1
AP20250220000141,C00005235,SELF_LOAN,50000.00,3,APP_ORG,CAMP0012,其他,REJECTED,R006,2025-02-20 00:32:04,2025-02-20 00:45:14,1
AP20250207000135,C00009527,PLATFORM_LOAN,15000.00,6,BAIDU_SEM,CAMP0030,旅游,APPROVED,\N,2025-02-07 13:35:26,2025-02-07 13:40:13,1
AP20250517000089,C00005341,PLATFORM_LOAN,50000.00,36,WECHAT_MP,CAMP0014,教育,REJECTED,R006,2025-05-17 22:26:52,2025-05-17 22:41:04,1
AP20250411000071,C00006673,SELF_LOAN,100000.00,36,REFERRAL,CAMP0027,旅游,REJECTED,R006,2025-04-11 17:26:08,2025-04-11 17:34:06,1
AP20250221000153,C00005133,PLATFORM_LOAN,15000.00,12,KUAISHOU_AD,CAMP0032,婚庆,REJECTED,R006,2025-02-21 12:31:16,2025-02-21 12:39:55,1
AP20250531000077,C00004072,SELF_LOAN,2000.00,18,KUAISHOU_AD,\N,婚庆,REJECTED,R004,2025-05-31 20:40:09,2025-05-31 20:46:05,1
AP20250422000076,C00001604,SELF_LOAN,2000.00,6,BAIDU_SEM,\N,医疗,APPROVED,\N,2025-04-22 01:11:53,2025-04-22 01:21:43,1
AP20250208000137,C00000238,JOINT_LOAN,30000.00,12,TENCENT_AD,\N,旅游,REJECTED,R008,2025-02-08 21:30:46,2025-02-08 21:45:22,1
AP20250114000047,C00003393,SELF_LOAN,50000.00,36,KUAISHOU_AD,\N,购车,REJECTED,R009,2025-01-14 22:46:38,2025-01-14 22:54:55,1
AP20250204000119,C00004049,JOINT_LOAN,100000.00,36,WECHAT_MP,CAMP0013,医疗,APPROVED,\N,2025-02-04 17:17:47,2025-02-04 17:29:44,1
AP20250315000086,C00006687,SELF_LOAN,8000.00,3,TENCENT_AD,CAMP0022,旅游,APPROVED,\N,2025-03-15 21:40:08,2025-03-15 21:54:33,1
AP20250417000072,C00007210,JOINT_LOAN,20000.00,12,PARTNER_BANK1,\N,购车,APPROVED,\N,2025-04-17 23:14:02,2025-04-17 23:24:32,1
AP20250307000092,C00007990,PLATFORM_LOAN,80000.00,3,PARTNER_BANK1,CAMP0032,教育,APPROVED,\N,2025-03-07 13:16:52,2025-03-07 13:23:12,1
AP20250514000085,C00007393,SELF_LOAN,20000.00,12,KUAISHOU_AD,\N,装修,REJECTED,R006,2025-05-14 13:17:22,2025-05-14 13:23:08,1
AP20250627000060,C00002257,PLATFORM_LOAN,5000.00,24,BAIDU_SEM,\N,购车,APPROVED,\N,2025-06-27 16:55:19,2025-06-27 16:59:27,1
AP20250509000079,C00007178,SELF_LOAN,1000.00,36,BYTEDANCE_AD,\N,购车,REJECTED,R006,2025-05-09 17:29:39,2025-05-09 17:34:56,1
AP20250429000069,C00006789,GUARANTEE_LOAN,50000.00,36,TENCENT_AD,CAMP0038,医疗,APPROVED,\N,2025-04-29 15:53:35,2025-04-29 16:04:13,1
AP20250208000138,C00006052,SELF_LOAN,15000.00,12,BYTEDANCE_AD,CAMP0018,教育,REJECTED,R006,2025-02-08 12:06:32,2025-02-08 12:20:17,1
AP20250507000100,C00001761,PLATFORM_LOAN,20000.00,6,APP_ORG,CAMP0005,旅游,REJECTED,R006,2025-05-07 20:46:41,2025-05-07 20:55:31,1
AP20250123000076,C00000985,SELF_LOAN,15000.00,36,TENCENT_AD,\N,旅游,APPROVED,\N,2025-01-23 20:01:34,2025-01-23 20:15:58,1
AP20250603000073,C00004979,GUARANTEE_LOAN,50000.00,12,TENCENT_AD,\N,教育,REJECTED,R008,2025-06-03 08:14:27,2025-06-03 08:22:46,1
AP20250505000081,C00004346,PLATFORM_LOAN,1000.00,18,TENCENT_AD,\N,旅游,APPROVED,\N,2025-05-05 21:54:53,2025-05-05 22:04:26,1
AP20250219000143,C00005408,SELF_LOAN,10000.00,18,KUAISHOU_AD,\N,其他,REJECTED,R006,2025-02-19 20:28:15,2025-02-19 20:35:06,1
AP20250517000090,C00009106,PLATFORM_LOAN,10000.00,3,BYTEDANCE_AD,CAMP0014,消费,APPROVED,\N,2025-05-17 13:08:06,2025-05-17 13:15:26,1
AP20250203000140,C00002767,SELF_LOAN,5000.00,36,KUAISHOU_AD,\N,旅游,APPROVED,\N,2025-02-03 18:33:03,2025-02-03 18:36:34,1
AP20250124000081,C00002387,GUARANTEE_LOAN,2000.00,36,TENCENT_AD,CAMP0010,医疗,APPROVED,\N,2025-01-24 16:30:58,2025-01-24 16:42:01,1
AP20250220000142,C00001664,SELF_LOAN,8000.00,24,BYTEDANCE_AD,\N,装修,APPROVED,\N,2025-02-20 13:11:26,2025-02-20 13:18:53,1
AP20250610000057,C00004857,JOINT_LOAN,8000.00,12,KUAISHOU_AD,\N,装修,REJECTED,R004,2025-06-10 21:23:04,2025-06-10 21:29:54,1
AP20250306000104,C00001270,SELF_LOAN,8000.00,36,H5_PROMO,\N,旅游,APPROVED,\N,2025-03-06 10:40:23,2025-03-06 10:51:18,1
AP20250218000158,C00007020,SELF_LOAN,5000.00,12,KUAISHOU_AD,CAMP0023,其他,REJECTED,R006,2025-02-18 19:30:36,2025-02-18 19:39:41,1
AP20250324000066,C00000452,SELF_LOAN,50000.00,6,BYTEDANCE_AD,\N,消费,APPROVED,\N,2025-03-24 13:02:55,2025-03-24 13:11:53,1
AP20250208000139,C00006767,SELF_LOAN,80000.00,24,TENCENT_AD,\N,婚庆,APPROVED,\N,2025-02-08 10:36:03,2025-02-08 10:50:03,1
AP20250409000076,C00009498,GUARANTEE_LOAN,1000.00,6,PARTNER_MALL,\N,其他,APPROVED,\N,2025-04-09 13:40:51,2025-04-09 13:47:49,1
AP20250514000086,C00003592,SELF_LOAN,100000.00,18,REFERRAL,CAMP0014,装修,APPROVED,\N,2025-05-14 21:58:47,2025-05-14 22:08:10,1
AP20250219000144,C00003769,SELF_LOAN,30000.00,3,REFERRAL,CAMP0016,购车,REJECTED,R007,2025-02-19 02:16:06,2025-02-19 02:27:31,1
AP20250128000087,C00007378,JOINT_LOAN,30000.00,12,PARTNER_BANK1,CAMP0007,消费,APPROVED,\N,2025-01-28 10:19:40,2025-01-28 10:31:53,1
AP20250209000114,C00007780,JOINT_LOAN,10000.00,36,KUAISHOU_AD,\N,婚庆,REJECTED,R004,2025-02-09 09:58:46,2025-02-09 10:10:07,1
AP20250409000077,C00001025,JOINT_LOAN,100000.00,3,BYTEDANCE_AD,\N,其他,REJECTED,R006,2025-04-09 21:38:38,2025-04-09 21:46:32,1
AP20250630000050,C00000391,SELF_LOAN,2000.00,18,TENCENT_AD,\N,婚庆,APPROVED,\N,2025-06-30 02:41:17,2025-06-30 02:52:56,1
AP20250314000091,C00006757,SELF_LOAN,20000.00,24,KUAISHOU_AD,CAMP0003,教育,APPROVED,\N,2025-03-14 22:31:20,2025-03-14 22:43:15,1
AP20250510000088,C00006403,PLATFORM_LOAN,80000.00,18,TENCENT_AD,\N,旅游,REJECTED,R008,2025-05-10 13:09:18,2025-05-10 13:22:59,1
AP20250529000064,C00004087,JOINT_LOAN,2000.00,3,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-05-29 12:46:58,2025-05-29 12:59:32,1
AP20250516000089,C00004694,SELF_LOAN,1000.00,12,BAIDU_SEM,CAMP0014,婚庆,REJECTED,R008,2025-05-16 22:05:26,2025-05-16 22:15:26,1
AP20250408000072,C00003450,JOINT_LOAN,100000.00,18,BYTEDANCE_AD,\N,消费,APPROVED,\N,2025-04-08 02:04:32,2025-04-08 02:15:14,1
AP20250417000073,C00004382,JOINT_LOAN,8000.00,24,BAIDU_SEM,\N,教育,REJECTED,R006,2025-04-17 06:55:55,2025-04-17 07:07:50,1
AP20250620000078,C00008298,SELF_LOAN,5000.00,12,BAIDU_SEM,\N,装修,APPROVED,\N,2025-06-20 22:08:10,2025-06-20 22:14:52,1
AP20250122000068,C00009757,SELF_LOAN,10000.00,6,BAIDU_SEM,CAMP0032,装修,APPROVED,\N,2025-01-22 19:41:45,2025-01-22 19:48:32,1
AP20250607000086,C00007244,JOINT_LOAN,8000.00,18,BAIDU_SEM,\N,其他,REJECTED,R006,2025-06-07 12:35:56,2025-06-07 12:46:03,1
AP20250210000136,C00007410,SELF_LOAN,30000.00,12,WECHAT_MP,CAMP0034,装修,REJECTED,R008,2025-02-10 21:16:58,2025-02-10 21:26:21,1
AP20250207000136,C00000853,JOINT_LOAN,80000.00,12,BYTEDANCE_AD,\N,购车,REJECTED,R006,2025-02-07 16:59:34,2025-02-07 17:12:22,1
AP20250528000075,C00004419,JOINT_LOAN,1000.00,12,KUAISHOU_AD,\N,购车,APPROVED,\N,2025-05-28 13:54:11,2025-05-28 14:04:01,1
AP20250326000060,C00000925,PLATFORM_LOAN,20000.00,3,H5_PROMO,CAMP0005,装修,REJECTED,R006,2025-03-26 13:20:24,2025-03-26 13:27:36,1
AP20250626000053,C00000301,SELF_LOAN,80000.00,24,TENCENT_AD,\N,购车,REJECTED,R006,2025-06-26 12:02:17,2025-06-26 12:12:05,1
AP20250210000137,C00006583,SELF_LOAN,80000.00,6,PARTNER_MALL,CAMP0033,婚庆,REJECTED,R004,2025-02-10 09:18:46,2025-02-10 09:32:28,1
AP20250519000099,C00001211,SELF_LOAN,15000.00,6,WECHAT_MP,\N,消费,REJECTED,R008,2025-05-19 20:15:28,2025-05-19 20:20:17,1
AP20250227000123,C00004524,SELF_LOAN,80000.00,18,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-02-27 13:00:22,2025-02-27 13:10:17,1
AP20250116000056,C00003365,GUARANTEE_LOAN,80000.00,3,REFERRAL,\N,婚庆,REJECTED,R006,2025-01-16 16:48:58,2025-01-16 17:00:05,1
AP20250526000075,C00001901,PLATFORM_LOAN,10000.00,18,REFERRAL,\N,旅游,APPROVED,\N,2025-05-26 21:32:31,2025-05-26 21:41:25,1
AP20250228000127,C00007535,PLATFORM_LOAN,30000.00,3,TENCENT_AD,CAMP0032,医疗,APPROVED,\N,2025-02-28 13:41:06,2025-02-28 13:52:15,1
AP20250313000092,C00007361,JOINT_LOAN,100000.00,3,APP_ORG,\N,婚庆,APPROVED,\N,2025-03-13 10:38:34,2025-03-13 10:51:55,1
AP20250223000133,C00009047,PLATFORM_LOAN,10000.00,6,KUAISHOU_AD,\N,旅游,REJECTED,R009,2025-02-23 21:17:50,2025-02-23 21:28:41,1
AP20250320000083,C00004287,PLATFORM_LOAN,15000.00,3,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-03-20 22:53:18,2025-03-20 23:02:46,1
AP20250225000134,C00005968,PLATFORM_LOAN,80000.00,12,REFERRAL,CAMP0039,教育,APPROVED,\N,2025-02-25 13:10:16,2025-02-25 13:20:42,1
AP20250108000026,C00001538,PLATFORM_LOAN,8000.00,6,PARTNER_BANK1,CAMP0020,旅游,REJECTED,R008,2025-01-08 19:01:58,2025-01-08 19:14:32,1
AP20250214000113,C00007987,JOINT_LOAN,15000.00,6,TENCENT_AD,\N,教育,REJECTED,R006,2025-02-14 01:17:30,2025-02-14 01:23:20,1
AP20250510000089,C00001240,GUARANTEE_LOAN,15000.00,24,BYTEDANCE_AD,CAMP0014,教育,REJECTED,R008,2025-05-10 21:50:14,2025-05-10 22:01:23,1
AP20250514000087,C00003398,JOINT_LOAN,1000.00,36,TENCENT_AD,\N,婚庆,REJECTED,R006,2025-05-14 20:59:04,2025-05-14 21:04:36,1
AP20250209000115,C00000703,PLATFORM_LOAN,15000.00,36,PARTNER_MALL,CAMP0026,旅游,REJECTED,R006,2025-02-09 20:54:29,2025-02-09 21:04:24,1
AP20250201000090,C00009522,SELF_LOAN,8000.00,12,TENCENT_AD,CAMP0020,购车,APPROVED,\N,2025-02-01 17:34:15,2025-02-01 17:43:46,1
AP20250329000075,C00007396,PLATFORM_LOAN,2000.00,6,TENCENT_AD,\N,其他,REJECTED,R006,2025-03-29 20:04:28,2025-03-29 20:15:31,1
AP20250515000080,C00005661,JOINT_LOAN,20000.00,3,REFERRAL,\N,医疗,REJECTED,R004,2025-05-15 22:41:15,2025-05-15 22:56:04,1
AP20250614000073,C00005673,GUARANTEE_LOAN,30000.00,12,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-06-14 02:25:43,2025-06-14 02:37:42,1
AP20250128000088,C00006822,SELF_LOAN,2000.00,36,PARTNER_BANK1,\N,婚庆,REJECTED,R006,2025-01-28 02:54:31,2025-01-28 03:01:22,1
AP20250211000136,C00002690,JOINT_LOAN,50000.00,24,WECHAT_MP,CAMP0010,其他,APPROVED,\N,2025-02-11 13:40:50,2025-02-11 13:43:01,1
AP20250329000076,C00002726,SELF_LOAN,20000.00,6,APP_ORG,CAMP0014,装修,REJECTED,R008,2025-03-29 21:07:59,2025-03-29 21:15:08,1
AP20250117000060,C00007155,JOINT_LOAN,15000.00,24,BYTEDANCE_AD,\N,购车,REJECTED,R008,2025-01-17 12:56:26,2025-01-17 13:06:30,1
AP20250228000128,C00009373,PLATFORM_LOAN,100000.00,3,BAIDU_SEM,CAMP0037,购车,APPROVED,\N,2025-02-28 21:37:38,2025-02-28 21:50:11,1
AP20250201000091,C00004576,SELF_LOAN,50000.00,24,APP_ORG,CAMP0013,其他,REJECTED,R006,2025-02-01 22:52:33,2025-02-01 23:00:27,1
AP20250618000074,C00006184,PLATFORM_LOAN,80000.00,24,PARTNER_BANK1,\N,教育,APPROVED,\N,2025-06-18 12:45:14,2025-06-18 12:49:05,1
AP20250324000067,C00001068,SELF_LOAN,30000.00,3,BYTEDANCE_AD,\N,消费,APPROVED,\N,2025-03-24 12:28:10,2025-03-24 12:35:24,1
AP20250623000052,C00001546,PLATFORM_LOAN,2000.00,36,WECHAT_MP,\N,消费,REJECTED,R004,2025-06-23 20:22:45,2025-06-23 20:27:29,1
AP20250404000058,C00002334,PLATFORM_LOAN,1000.00,36,WECHAT_MP,CAMP0031,教育,REJECTED,R009,2025-04-04 13:29:31,2025-04-04 13:35:10,1
AP20250329000077,C00008958,JOINT_LOAN,8000.00,36,BAIDU_SEM,\N,旅游,APPROVED,\N,2025-03-29 19:38:35,2025-03-29 19:44:40,1
AP20250529000065,C00009919,SELF_LOAN,50000.00,36,TENCENT_AD,\N,购车,APPROVED,\N,2025-05-29 22:34:59,2025-05-29 22:45:16,1
AP20250311000075,C00006894,JOINT_LOAN,2000.00,6,BYTEDANCE_AD,\N,购车,REJECTED,R004,2025-03-11 13:22:45,2025-03-11 13:29:14,1
AP20250602000074,C00005451,JOINT_LOAN,100000.00,18,APP_ORG,\N,医疗,APPROVED,\N,2025-06-02 16:36:02,2025-06-02 16:39:27,1
AP20250615000068,C00006145,GUARANTEE_LOAN,20000.00,12,BAIDU_SEM,\N,购车,APPROVED,\N,2025-06-15 13:27:22,2025-06-15 13:35:36,1
AP20250218000159,C00006210,JOINT_LOAN,5000.00,3,KUAISHOU_AD,\N,装修,APPROVED,\N,2025-02-18 22:53:46,2025-02-18 23:07:22,1
AP20250312000112,C00005711,SELF_LOAN,8000.00,3,TENCENT_AD,\N,婚庆,APPROVED,\N,2025-03-12 22:33:42,2025-03-12 22:44:49,1
AP20250202000126,C00007842,GUARANTEE_LOAN,10000.00,24,BAIDU_SEM,CAMP0033,其他,APPROVED,\N,2025-02-02 12:25:37,2025-02-02 12:30:04,1
AP20250123000077,C00007675,JOINT_LOAN,50000.00,36,WECHAT_MP,\N,消费,APPROVED,\N,2025-01-23 13:44:18,2025-01-23 13:50:08,1
AP20250517000091,C00009951,JOINT_LOAN,2000.00,12,PARTNER_BANK1,\N,旅游,APPROVED,\N,2025-05-17 22:33:55,2025-05-17 22:42:12,1
AP20250128000089,C00000243,PLATFORM_LOAN,50000.00,6,PARTNER_BANK1,\N,婚庆,APPROVED,\N,2025-01-28 22:09:42,2025-01-28 22:20:06,1
AP20250323000071,C00000122,PLATFORM_LOAN,15000.00,24,APP_ORG,\N,其他,APPROVED,\N,2025-03-23 13:40:34,2025-03-23 13:52:48,1
