application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250410000065,C00001290,REJECT,"R006,R006",\N,\N,\N,2025-04-10 22:43:09,v1,1
AP20250530000076,C00006043,APPROVE,\N,15000.00,0.11,3,2025-05-30 13:07:23,v1,1
AP20250315000096,C00005899,REJECT,R006,\N,\N,\N,2025-03-15 10:31:25,v1,1
AP20250306000114,C00004408,REJECT,R006,\N,\N,\N,2025-03-06 23:11:25,v1,1
AP20250330000061,C00007918,REJECT,"R009,R006",\N,\N,\N,2025-03-30 23:06:06,v1,1
AP20250522000086,C00002218,REJECT,R006,\N,\N,\N,2025-05-22 13:15:43,v1,1
AP20250211000145,C00000930,APPROVE,\N,8480.30,0.23,12,2025-02-11 09:11:13,v1,1
AP20250603000085,C00001546,APPROVE,\N,20000.00,0.16,6,2025-06-03 09:05:47,v1,1
AP20250428000069,C00003968,REJECT,R006,\N,\N,\N,2025-04-28 13:51:45,v1,1
AP20250306000115,C00007196,APPROVE,\N,8980.76,0.23,24,2025-03-06 21:05:48,v1,1
AP20250131000115,C00006516,APPROVE,\N,28732.30,0.20,3,2025-01-31 21:55:49,v1,1
AP20250219000154,C00002581,REJECT,R006,\N,\N,\N,2025-02-19 20:24:14,v1,1
AP20250623000062,C00002154,APPROVE,\N,1000.00,0.10,18,2025-06-23 14:08:23,v1,1
AP20250301000114,C00003624,REJECT,R006,\N,\N,\N,2025-03-01 01:43:56,v1,1
AP20250522000087,C00004068,REJECT,R006,\N,\N,\N,2025-05-22 20:19:57,v1,1
AP20250509000086,C00001380,REJECT,"R007,R006",\N,\N,\N,2025-05-09 15:48:58,v1,1
AP20250504000092,C00007432,REJECT,R006,\N,\N,\N,2025-05-04 20:34:00,v1,1
AP20250107000025,C00000574,REJECT,R004,\N,\N,\N,2025-01-08 19:43:39,v1,1
AP20250505000087,C00005704,APPROVE,\N,40863.27,0.17,36,2025-05-05 10:01:19,v1,1
AP20250504000093,C00008900,REJECT,R006,\N,\N,\N,2025-05-04 12:26:58,v1,1
AP20250507000108,C00007191,APPROVE,\N,8000.00,0.15,36,2025-05-07 13:11:52,v1,1
AP20250306000116,C00008665,APPROVE,\N,20000.00,0.11,24,2025-03-06 13:31:26,v1,1
AP20250513000082,C00009713,APPROVE,\N,10000.00,0.18,18,2025-05-13 16:26:09,v1,1
AP20250329000080,C00003692,REJECT,"R006,R006",\N,\N,\N,2025-03-29 21:50:10,v1,1
AP20250303000112,C00008735,REJECT,R006,\N,\N,\N,2025-03-03 23:14:33,v1,1
AP20250307000104,C00000258,APPROVE,\N,10000.00,0.14,3,2025-03-07 22:47:38,v1,1
AP20250319000069,C00002594,APPROVE,\N,15000.00,0.14,24,2025-03-19 16:30:16,v1,1
AP20250527000075,C00002437,APPROVE,\N,9956.63,0.23,36,2025-05-27 20:19:03,v1,1
AP20250415000060,C00001512,REJECT,R006,\N,\N,\N,2025-04-15 14:43:39,v1,1
AP20250306000117,C00008329,APPROVE,\N,9937.16,0.23,3,2025-03-06 07:28:10,v1,1
AP20250224000135,C00007621,APPROVE,\N,5000.00,0.23,24,2025-02-24 10:41:08,v1,1
AP20250503000090,C00004648,REJECT,R006,\N,\N,\N,2025-05-03 02:11:36,v1,1
AP20250204000128,C00005190,REJECT,R008,\N,\N,\N,2025-02-05 00:02:18,v1,1
AP20250429000076,C00000637,REJECT,R004,\N,\N,\N,2025-04-29 12:50:44,v1,1
AP20250525000091,C00002884,REJECT,R006,\N,\N,\N,2025-05-25 14:01:58,v1,1
AP20250626000057,C00008694,REJECT,R006,\N,\N,\N,2025-06-26 10:16:31,v1,1
AP20250602000083,C00009732,REJECT,R006,\N,\N,\N,2025-06-02 21:39:59,v1,1
AP20250611000091,C00007455,APPROVE,\N,8000.00,0.20,24,2025-06-11 10:33:18,v1,1
AP20250525000092,C00004300,APPROVE,\N,26589.80,0.19,6,2025-05-25 20:18:45,v1,1
AP20250115000062,C00007793,REJECT,R006,\N,\N,\N,2025-01-15 13:53:32,v1,1
AP20250217000155,C00000580,APPROVE,\N,1000.00,0.21,24,2025-02-17 20:13:07,v1,1
AP20250213000160,C00004274,REJECT,"R007,R006",\N,\N,\N,2025-02-13 13:05:32,v1,1
AP20250501000073,C00009835,APPROVE,\N,8000.00,0.11,24,2025-05-01 13:46:00,v1,1
AP20250311000083,C00002170,REJECT,"R009,R004",\N,\N,\N,2025-03-11 15:39:29,v1,1
AP20250309000112,C00005827,APPROVE,\N,42968.18,0.10,6,2025-03-09 03:01:16,v1,1
AP20250130000109,C00007611,REJECT,R008,\N,\N,\N,2025-01-30 21:28:12,v1,1
AP20250308000108,C00005429,REJECT,"R006,R004",\N,\N,\N,2025-03-08 08:18:24,v1,1
AP20250616000084,C00006057,APPROVE,\N,2000.00,0.15,12,2025-06-16 22:28:52,v1,1
AP20250224000136,C00002784,APPROVE,\N,7899.87,0.22,36,2025-02-24 14:01:58,v1,1
AP20250123000086,C00001184,REJECT,"R006,R004",\N,\N,\N,2025-01-23 20:40:59,v1,1
AP20250131000116,C00003154,APPROVE,\N,10000.00,0.16,18,2025-01-31 11:09:23,v1,1
AP20250404000069,C00004551,REJECT,R004,\N,\N,\N,2025-04-04 14:49:03,v1,1
AP20250211000146,C00004298,APPROVE,\N,30000.00,0.13,18,2025-02-11 22:38:12,v1,1
AP20250222000137,C00000838,APPROVE,\N,8000.00,0.16,3,2025-02-22 13:55:51,v1,1
AP20250625000070,C00005082,APPROVE,\N,1000.00,0.21,12,2025-06-25 21:06:44,v1,1
AP20250517000101,C00001285,APPROVE,\N,39894.71,0.11,24,2025-05-17 20:40:45,v1,1
AP20250212000158,C00005576,APPROVE,\N,30000.00,0.15,36,2025-02-12 13:52:59,v1,1
AP20250617000062,C00003612,APPROVE,\N,1000.00,0.11,12,2025-06-17 22:29:45,v1,1
AP20250215000161,C00004558,REJECT,"R006,R006",\N,\N,\N,2025-02-15 22:57:50,v1,1
AP20250523000103,C00002104,REJECT,"R006,R006",\N,\N,\N,2025-05-23 20:14:57,v1,1
AP20250312000124,C00005244,REJECT,R008,\N,\N,\N,2025-03-12 22:37:33,v1,1
AP20250401000074,C00004977,REJECT,R006,\N,\N,\N,2025-04-01 22:26:18,v1,1
AP20250628000055,C00005631,APPROVE,\N,8000.00,0.16,24,2025-06-28 22:43:23,v1,1
AP20250520000113,C00008840,REJECT,R006,\N,\N,\N,2025-05-20 09:51:07,v1,1
AP20250125000090,C00008489,REJECT,"R009,R006",\N,\N,\N,2025-01-25 22:39:55,v1,1
AP20250214000130,C00003866,APPROVE,\N,1000.00,0.14,18,2025-02-14 22:21:58,v1,1
AP20250308000109,C00003537,APPROVE,\N,15000.00,0.12,6,2025-03-08 21:15:56,v1,1
AP20250620000088,C00002340,REJECT,R009,\N,\N,\N,2025-06-20 10:42:50,v1,1
AP20250628000056,C00007088,REJECT,"R006,R008",\N,\N,\N,2025-06-28 12:14:31,v1,1
AP20250510000092,C00006892,REJECT,R006,\N,\N,\N,2025-05-10 21:36:47,v1,1
AP20250219000155,C00003417,APPROVE,\N,4731.03,0.24,36,2025-02-19 20:32:44,v1,1
AP20250506000093,C00004148,APPROVE,\N,8000.00,0.15,36,2025-05-06 22:21:28,v1,1
AP20250128000095,C00005470,REJECT,R006,\N,\N,\N,2025-01-28 13:29:57,v1,1
AP20250620000089,C00007556,APPROVE,\N,10000.00,0.14,24,2025-06-20 19:06:24,v1,1
AP20250307000105,C00008233,REJECT,R008,\N,\N,\N,2025-03-07 09:15:04,v1,1
AP20250524000089,C00003978,APPROVE,\N,5000.00,0.22,36,2025-05-24 19:09:16,v1,1
AP20250213000161,C00009655,APPROVE,\N,9327.37,0.22,12,2025-02-13 20:09:49,v1,1
AP20250208000149,C00007062,APPROVE,\N,10000.00,0.16,36,2025-02-08 12:29:25,v1,1
AP20250619000074,C00001669,REJECT,"R006,R006",\N,\N,\N,2025-06-19 13:20:23,v1,1
AP20250420000057,C00004253,REJECT,R006,\N,\N,\N,2025-04-20 22:13:11,v1,1
AP20250224000137,C00002538,REJECT,R006,\N,\N,\N,2025-02-24 12:46:41,v1,1
AP20250402000074,C00004293,APPROVE,\N,1000.00,0.21,6,2025-04-02 14:05:28,v1,1
AP20250221000161,C00004081,REJECT,"R006,R008",\N,\N,\N,2025-02-21 13:15:20,v1,1
AP20250122000075,C00005721,APPROVE,\N,7022.59,0.23,18,2025-01-22 12:48:41,v1,1
AP20250415000061,C00004246,REJECT,R004,\N,\N,\N,2025-04-15 22:11:00,v1,1
AP20250325000075,C00001294,APPROVE,\N,50000.00,0.17,6,2025-03-25 18:42:42,v1,1
AP20250220000160,C00009408,APPROVE,\N,20000.00,0.20,6,2025-02-20 23:14:59,v1,1
AP20250609000080,C00003797,REJECT,R006,\N,\N,\N,2025-06-09 21:06:53,v1,1
AP20250520000114,C00006073,APPROVE,\N,8182.21,0.24,36,2025-05-20 12:41:04,v1,1
AP20250217000156,C00000985,APPROVE,\N,2000.00,0.23,6,2025-02-17 14:03:53,v1,1
AP20250312000125,C00001666,APPROVE,\N,2000.00,0.15,3,2025-03-12 12:14:51,v1,1
AP20250126000077,C00009386,REJECT,R006,\N,\N,\N,2025-01-26 22:49:50,v1,1
AP20250227000136,C00005390,REJECT,R006,\N,\N,\N,2025-02-27 18:58:08,v1,1
AP20250228000138,C00002010,REJECT,"R009,R007,R006",\N,\N,\N,2025-02-28 21:24:49,v1,1
AP20250224000138,C00006046,REJECT,R007,\N,\N,\N,2025-02-24 11:48:25,v1,1
AP20250609000081,C00005999,REJECT,R006,\N,\N,\N,2025-06-09 18:54:21,v1,1
AP20250621000072,C00006546,APPROVE,\N,50000.00,0.16,6,2025-06-21 12:32:03,v1,1
AP20250318000085,C00000435,APPROVE,\N,5000.00,0.11,36,2025-03-18 22:17:03,v1,1
AP20250330000062,C00004925,APPROVE,\N,29321.65,0.18,36,2025-03-30 13:43:32,v1,1
AP20250213000162,C00000920,APPROVE,\N,28254.31,0.19,6,2025-02-13 08:50:51,v1,1
AP20250409000081,C00007029,REJECT,R008,\N,\N,\N,2025-04-09 22:13:58,v1,1
AP20250220000161,C00004984,APPROVE,\N,20000.00,0.15,36,2025-02-20 20:35:57,v1,1
AP20250322000076,C00006702,APPROVE,\N,15000.00,0.20,3,2025-03-22 21:20:36,v1,1
AP20250204000129,C00003780,REJECT,R006,\N,\N,\N,2025-02-04 20:51:28,v1,1
AP20250425000098,C00000709,APPROVE,\N,5000.00,0.22,24,2025-04-25 12:21:46,v1,1
AP20250528000085,C00004875,REJECT,R006,\N,\N,\N,2025-05-28 18:37:34,v1,1
AP20250202000139,C00008744,APPROVE,\N,9561.12,0.22,36,2025-02-02 22:37:34,v1,1
AP20250526000083,C00009080,APPROVE,\N,8676.84,0.22,24,2025-05-26 09:35:34,v1,1
AP20250225000146,C00003841,APPROVE,\N,10000.00,0.22,24,2025-02-25 19:41:40,v1,1
AP20250321000082,C00002278,APPROVE,\N,43996.08,0.16,3,2025-03-21 14:03:06,v1,1
AP20250517000102,C00001058,APPROVE,\N,21559.59,0.19,12,2025-05-17 06:47:42,v1,1
AP20250604000069,C00001994,REJECT,R006,\N,\N,\N,2025-06-04 13:05:02,v1,1
AP20250116000067,C00007272,REJECT,R006,\N,\N,\N,2025-01-16 19:43:06,v1,1
AP20250214000131,C00008497,REJECT,R004,\N,\N,\N,2025-02-14 07:12:23,v1,1
AP20250313000103,C00003618,REJECT,R006,\N,\N,\N,2025-03-13 12:17:29,v1,1
AP20250220000162,C00000854,APPROVE,\N,2000.00,0.16,3,2025-02-20 08:07:49,v1,1
AP20250217000157,C00007791,APPROVE,\N,2000.00,0.16,36,2025-02-17 12:32:48,v1,1
AP20250122000076,C00003531,REJECT,"R009,R006",\N,\N,\N,2025-01-22 21:14:29,v1,1
AP20250604000070,C00008739,APPROVE,\N,15000.00,0.16,18,2025-06-04 22:38:50,v1,1
AP20250115000063,C00003152,REJECT,R004,\N,\N,\N,2025-01-15 13:43:28,v1,1
AP20250207000157,C00006225,APPROVE,\N,23792.72,0.21,24,2025-02-07 07:22:53,v1,1
AP20250513000083,C00009228,APPROVE,\N,5000.00,0.19,6,2025-05-13 13:52:45,v1,1
AP20250116000068,C00002731,APPROVE,\N,10000.00,0.12,6,2025-01-16 12:17:38,v1,1
AP20250418000084,C00000551,REJECT,R007,\N,\N,\N,2025-04-18 16:40:36,v1,1
AP20250308000110,C00002806,REJECT,R006,\N,\N,\N,2025-03-08 23:10:53,v1,1
AP20250211000147,C00009006,REJECT,R006,\N,\N,\N,2025-02-11 12:36:20,v1,1
AP20250220000163,C00006725,REJECT,R009,\N,\N,\N,2025-02-20 20:07:26,v1,1
AP20250521000087,C00001147,REJECT,R008,\N,\N,\N,2025-05-21 12:45:35,v1,1
AP20250127000114,C00009244,REJECT,R006,\N,\N,\N,2025-01-27 20:52:54,v1,1
AP20250513000084,C00005828,APPROVE,\N,8000.00,0.16,36,2025-05-13 14:09:16,v1,1
AP20250212000159,C00006720,APPROVE,\N,8772.38,0.23,6,2025-02-12 16:13:51,v1,1
AP20250524000090,C00000125,APPROVE,\N,27282.37,0.20,24,2025-05-24 12:34:00,v1,1
AP20250220000164,C00009336,APPROVE,\N,1000.00,0.17,3,2025-02-20 20:18:58,v1,1
AP20250215000162,C00009144,REJECT,R009,\N,\N,\N,2025-02-15 21:53:44,v1,1
AP20250327000071,C00003726,APPROVE,\N,8000.00,0.24,36,2025-03-27 22:43:18,v1,1
AP20250411000080,C00001856,APPROVE,\N,20000.00,0.19,18,2025-04-11 12:26:20,v1,1
AP20250131000117,C00009422,REJECT,R004,\N,\N,\N,2025-01-31 09:42:05,v1,1
AP20250308000111,C00004550,REJECT,R008,\N,\N,\N,2025-03-08 20:50:44,v1,1
AP20250307000106,C00006203,APPROVE,\N,15000.00,0.22,24,2025-03-07 12:22:21,v1,1
AP20250117000066,C00003547,APPROVE,\N,24330.68,0.21,18,2025-01-17 14:33:49,v1,1
AP20250120000072,C00002906,APPROVE,\N,27790.28,0.21,18,2025-01-20 13:42:33,v1,1
AP20250509000087,C00005376,REJECT,R006,\N,\N,\N,2025-05-09 22:07:36,v1,1
AP20250412000076,C00007340,REJECT,R006,\N,\N,\N,2025-04-12 20:23:38,v1,1
AP20250302000130,C00007075,REJECT,R009,\N,\N,\N,2025-03-02 10:51:11,v1,1
AP20250423000083,C00007153,REJECT,R006,\N,\N,\N,2025-04-23 12:23:30,v1,1
AP20250126000078,C00002936,APPROVE,\N,1000.00,0.20,24,2025-01-26 20:51:54,v1,1
AP20250513000085,C00006002,REJECT,"R008,R004",\N,\N,\N,2025-05-13 18:28:44,v1,1
AP20250427000075,C00001655,APPROVE,\N,8000.00,0.12,24,2025-04-27 17:19:34,v1,1
AP20250617000063,C00000071,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-17 19:58:54,v1,1
AP20250226000140,C00002270,REJECT,R009,\N,\N,\N,2025-02-26 11:32:50,v1,1
AP20250520000115,C00007471,APPROVE,\N,30000.00,0.17,6,2025-05-20 13:26:53,v1,1
AP20250409000082,C00008012,APPROVE,\N,8000.00,0.15,18,2025-04-09 12:50:44,v1,1
AP20250603000086,C00007568,APPROVE,\N,30000.00,0.15,18,2025-06-03 14:07:18,v1,1
AP20250325000076,C00001504,APPROVE,\N,2000.00,0.12,6,2025-03-26 00:01:44,v1,1
AP20250316000085,C00008778,REJECT,R009,\N,\N,\N,2025-03-16 12:38:47,v1,1
AP20250213000163,C00008569,REJECT,R006,\N,\N,\N,2025-02-13 13:42:29,v1,1
AP20250318000086,C00005882,APPROVE,\N,26592.07,0.22,6,2025-03-18 20:19:43,v1,1
AP20250407000079,C00001167,APPROVE,\N,2000.00,0.18,36,2025-04-07 13:06:06,v1,1
AP20250525000093,C00004405,REJECT,R004,\N,\N,\N,2025-05-25 13:41:30,v1,1
AP20250429000077,C00009946,APPROVE,\N,59420.15,0.14,6,2025-04-29 14:41:20,v1,1
AP20250611000092,C00009482,REJECT,R006,\N,\N,\N,2025-06-11 01:44:21,v1,1
AP20250503000091,C00001098,REJECT,"R008,R004",\N,\N,\N,2025-05-03 22:01:59,v1,1
AP20250603000087,C00006940,APPROVE,\N,8000.00,0.20,18,2025-06-03 13:41:33,v1,1
AP20250618000083,C00006184,REJECT,R007,\N,\N,\N,2025-06-19 22:45:14,v1,1
AP20250222000138,C00003091,APPROVE,\N,20000.00,0.12,24,2025-02-22 18:41:40,v1,1
AP20250212000160,C00006292,APPROVE,\N,20000.00,0.11,3,2025-02-12 20:25:18,v1,1
AP20250128000096,C00002260,REJECT,R007,\N,\N,\N,2025-01-28 19:26:44,v1,1
AP20250417000080,C00003899,APPROVE,\N,5000.00,0.15,24,2025-04-17 21:18:50,v1,1
AP20250512000105,C00006977,APPROVE,\N,5000.00,0.20,24,2025-05-12 22:43:47,v1,1
AP20250311000084,C00002757,APPROVE,\N,10000.00,0.16,18,2025-03-11 22:16:41,v1,1
AP20250121000069,C00006153,APPROVE,\N,15000.00,0.19,3,2025-01-21 16:09:04,v1,1
AP20250323000079,C00007198,REJECT,"R009,R006,R008",\N,\N,\N,2025-03-23 18:07:27,v1,1
AP20250610000066,C00009384,REJECT,R004,\N,\N,\N,2025-06-10 13:28:00,v1,1
AP20250223000148,C00009632,APPROVE,\N,30000.00,0.16,36,2025-02-23 09:59:13,v1,1
AP20250129000101,C00001718,REJECT,R006,\N,\N,\N,2025-01-29 14:42:04,v1,1
AP20250217000158,C00008185,REJECT,"R009,R006",\N,\N,\N,2025-02-17 13:35:13,v1,1
AP20250324000076,C00009943,REJECT,R009,\N,\N,\N,2025-03-24 20:51:44,v1,1
AP20250413000072,C00007666,APPROVE,\N,10000.00,0.20,18,2025-04-13 20:55:51,v1,1
AP20250314000096,C00004572,APPROVE,\N,42903.91,0.18,24,2025-03-14 21:36:41,v1,1
AP20250301000115,C00009996,APPROVE,\N,8000.00,0.12,6,2025-03-01 11:17:59,v1,1
AP20250611000093,C00006933,APPROVE,\N,4070.55,0.24,36,2025-06-11 13:55:05,v1,1
AP20250627000071,C00001633,APPROVE,\N,1000.00,0.17,18,2025-06-27 19:11:28,v1,1
AP20250208000150,C00007817,REJECT,R006,\N,\N,\N,2025-02-08 10:38:25,v1,1
AP20250417000081,C00000743,REJECT,R006,\N,\N,\N,2025-04-17 16:09:01,v1,1
AP20250128000097,C00005474,APPROVE,\N,20000.00,0.12,18,2025-01-28 08:25:41,v1,1
AP20250205000122,C00007525,APPROVE,\N,48737.70,0.17,12,2025-02-05 21:49:08,v1,1
AP20250302000131,C00009991,REJECT,R008,\N,\N,\N,2025-03-02 22:52:39,v1,1
AP20250623000063,C00006735,APPROVE,\N,26021.24,0.19,12,2025-06-23 22:36:02,v1,1
AP20250217000159,C00005190,REJECT,R008,\N,\N,\N,2025-02-17 13:11:03,v1,1
AP20250120000073,C00003795,APPROVE,\N,20000.00,0.20,3,2025-01-20 20:00:24,v1,1
AP20250620000090,C00009381,REJECT,R006,\N,\N,\N,2025-06-21 10:07:59,v1,1
AP20250621000073,C00008411,REJECT,"R009,R006",\N,\N,\N,2025-06-21 21:32:22,v1,1
AP20250525000094,C00001956,APPROVE,\N,5000.00,0.14,3,2025-05-25 14:31:36,v1,1
AP20250410000066,C00006867,REJECT,R006,\N,\N,\N,2025-04-10 09:40:57,v1,1
AP20250212000161,C00005619,REJECT,R006,\N,\N,\N,2025-02-12 13:27:09,v1,1
AP20250228000139,C00008796,APPROVE,\N,26443.91,0.19,3,2025-02-28 14:04:38,v1,1
AP20250212000162,C00002566,REJECT,"R009,R007",\N,\N,\N,2025-02-12 21:16:55,v1,1
AP20250410000067,C00004162,REJECT,R006,\N,\N,\N,2025-04-10 12:56:49,v1,1
AP20250219000156,C00005419,REJECT,R004,\N,\N,\N,2025-02-19 23:10:16,v1,1
AP20250302000132,C00001640,REJECT,"R009,R006",\N,\N,\N,2025-03-02 21:55:02,v1,1
AP20250213000164,C00007379,APPROVE,\N,30000.00,0.14,3,2025-02-13 20:43:44,v1,1
AP20250226000141,C00003481,APPROVE,\N,8000.00,0.24,24,2025-02-26 18:16:05,v1,1
AP20250210000150,C00009418,APPROVE,\N,2000.00,0.11,18,2025-02-10 22:18:39,v1,1
AP20250504000094,C00005149,APPROVE,\N,15000.00,0.20,6,2025-05-04 20:53:33,v1,1
AP20250610000067,C00000827,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-10 18:49:37,v1,1
AP20250129000102,C00006493,APPROVE,\N,27451.02,0.19,18,2025-01-29 21:44:31,v1,1
AP20250620000091,C00009543,REJECT,R006,\N,\N,\N,2025-06-20 18:59:26,v1,1
AP20250218000174,C00002757,APPROVE,\N,1000.00,0.14,6,2025-02-18 13:39:06,v1,1
AP20250607000092,C00006982,APPROVE,\N,1000.00,0.17,24,2025-06-07 15:25:07,v1,1
AP20250126000079,C00002100,REJECT,R006,\N,\N,\N,2025-01-26 21:19:55,v1,1
AP20250219000157,C00005787,REJECT,R006,\N,\N,\N,2025-02-19 18:26:44,v1,1
AP20250511000086,C00000786,APPROVE,\N,5000.00,0.18,12,2025-05-11 16:51:23,v1,1
AP20250524000091,C00009951,REJECT,R006,\N,\N,\N,2025-05-24 21:41:01,v1,1
AP20250215000163,C00000664,REJECT,R004,\N,\N,\N,2025-02-15 20:35:41,v1,1
AP20250304000113,C00000314,REJECT,R006,\N,\N,\N,2025-03-04 22:01:20,v1,1
AP20250114000053,C00003671,REJECT,R006,\N,\N,\N,2025-01-14 16:12:37,v1,1
AP20250623000064,C00000889,APPROVE,\N,1000.00,0.23,18,2025-06-23 12:51:15,v1,1
AP20250305000123,C00008814,REJECT,R004,\N,\N,\N,2025-03-05 13:53:54,v1,1
AP20250416000072,C00000573,APPROVE,\N,10000.00,0.16,24,2025-04-16 12:31:00,v1,1
AP20250318000087,C00003394,APPROVE,\N,10000.00,0.16,3,2025-03-18 22:22:09,v1,1
AP20250505000088,C00007432,REJECT,R008,\N,\N,\N,2025-05-05 21:59:21,v1,1
AP20250513000086,C00006979,APPROVE,\N,36622.00,0.17,6,2025-05-13 21:07:15,v1,1
AP20250214000132,C00006325,APPROVE,\N,9955.41,0.24,12,2025-02-14 12:24:57,v1,1
AP20250404000070,C00008448,REJECT,R006,\N,\N,\N,2025-04-04 20:41:16,v1,1
AP20250524000092,C00006707,APPROVE,\N,2000.00,0.11,12,2025-05-24 20:11:40,v1,1
AP20250409000083,C00003623,REJECT,"R008,R006",\N,\N,\N,2025-04-09 17:58:54,v1,1
AP20250310000105,C00002051,APPROVE,\N,7440.08,0.22,18,2025-03-10 22:29:25,v1,1
AP20250211000148,C00008250,REJECT,R006,\N,\N,\N,2025-02-11 21:28:00,v1,1
AP20250525000095,C00009610,APPROVE,\N,5000.00,0.15,6,2025-05-25 22:44:59,v1,1
AP20250607000093,C00000957,REJECT,"R009,R006",\N,\N,\N,2025-06-07 17:10:38,v1,1
AP20250529000069,C00008779,REJECT,"R006,R006",\N,\N,\N,2025-05-30 00:01:53,v1,1
AP20250611000094,C00001593,APPROVE,\N,24146.50,0.22,18,2025-06-11 21:24:38,v1,1
AP20250227000137,C00005802,APPROVE,\N,20000.00,0.17,18,2025-02-27 01:24:48,v1,1
AP20250514000092,C00006373,REJECT,"R009,R006,R008",\N,\N,\N,2025-05-14 09:12:37,v1,1
AP20250407000080,C00005092,APPROVE,\N,20000.00,0.16,6,2025-04-07 22:26:35,v1,1
AP20250624000064,C00008267,APPROVE,\N,26869.41,0.19,3,2025-06-24 11:43:47,v1,1
AP20250604000071,C00007665,REJECT,R006,\N,\N,\N,2025-06-04 10:59:19,v1,1
AP20250602000084,C00004814,APPROVE,\N,2000.00,0.23,12,2025-06-02 13:00:39,v1,1
AP20250227000138,C00003896,REJECT,R004,\N,\N,\N,2025-02-27 22:50:10,v1,1
AP20250316000086,C00004568,REJECT,"R008,R006",\N,\N,\N,2025-03-16 13:30:27,v1,1
AP20250204000130,C00007119,APPROVE,\N,43114.07,0.15,18,2025-02-04 21:17:05,v1,1
AP20250221000162,C00009456,REJECT,R006,\N,\N,\N,2025-02-21 08:10:33,v1,1
AP20250426000069,C00004564,APPROVE,\N,1000.00,0.20,12,2025-04-26 21:56:09,v1,1
AP20250209000126,C00003473,APPROVE,\N,35263.00,0.17,18,2025-02-09 22:28:52,v1,1
AP20250328000072,C00003566,APPROVE,\N,20000.00,0.11,6,2025-03-28 11:27:23,v1,1
AP20250212000163,C00001160,APPROVE,\N,30000.00,0.12,6,2025-02-12 20:52:34,v1,1
AP20250208000151,C00007126,APPROVE,\N,15000.00,0.14,24,2025-02-08 15:33:36,v1,1
AP20250420000058,C00007856,APPROVE,\N,25495.30,0.22,6,2025-04-20 00:30:43,v1,1
AP20250312000126,C00003252,REJECT,R006,\N,\N,\N,2025-03-12 22:42:14,v1,1
AP20250118000066,C00003977,REJECT,R004,\N,\N,\N,2025-01-18 14:30:42,v1,1
AP20250624000065,C00005696,REJECT,R007,\N,\N,\N,2025-06-24 22:39:04,v1,1
AP20250613000072,C00006548,APPROVE,\N,2000.00,0.15,18,2025-06-13 11:38:27,v1,1
AP20250402000075,C00007812,APPROVE,\N,4223.80,0.24,6,2025-04-02 12:44:35,v1,1
AP20250401000075,C00000444,APPROVE,\N,26601.22,0.19,12,2025-04-01 21:55:22,v1,1
AP20250227000139,C00008258,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-27 10:37:24,v1,1
AP20250613000073,C00003876,APPROVE,\N,40861.61,0.13,24,2025-06-15 17:11:57,v1,1
AP20250225000147,C00004870,REJECT,R008,\N,\N,\N,2025-02-25 12:08:31,v1,1
AP20250501000074,C00002049,APPROVE,\N,29376.16,0.18,6,2025-05-01 22:39:29,v1,1
AP20250324000077,C00007287,APPROVE,\N,43560.11,0.16,24,2025-03-24 13:58:43,v1,1
AP20250322000077,C00005324,APPROVE,\N,49612.07,0.18,6,2025-03-22 22:24:56,v1,1
AP20250302000133,C00001190,REJECT,R006,\N,\N,\N,2025-03-02 07:46:48,v1,1
AP20250611000095,C00000384,REJECT,R004,\N,\N,\N,2025-06-11 18:36:33,v1,1
AP20250410000068,C00000623,APPROVE,\N,20000.00,0.14,6,2025-04-10 19:24:59,v1,1
AP20250120000074,C00007821,APPROVE,\N,5000.00,0.23,36,2025-01-20 13:37:11,v1,1
AP20250117000067,C00008561,REJECT,"R006,R008",\N,\N,\N,2025-01-17 00:57:51,v1,1
AP20250602000085,C00005834,REJECT,R006,\N,\N,\N,2025-06-02 14:16:55,v1,1
AP20250529000070,C00000248,APPROVE,\N,7959.18,0.23,24,2025-05-29 13:41:22,v1,1
AP20250216000128,C00001898,REJECT,R006,\N,\N,\N,2025-02-16 18:09:11,v1,1
AP20250411000081,C00008485,REJECT,"R007,R006,R006",\N,\N,\N,2025-04-11 11:49:45,v1,1
AP20250212000164,C00007241,APPROVE,\N,2000.00,0.22,36,2025-02-12 13:51:26,v1,1
AP20250311000085,C00007156,APPROVE,\N,1000.00,0.14,24,2025-03-11 14:54:50,v1,1
AP20250520000116,C00000408,APPROVE,\N,5000.00,0.18,24,2025-05-20 13:55:11,v1,1
AP20250605000071,C00002201,APPROVE,\N,2000.00,0.23,12,2025-06-05 07:40:33,v1,1
AP20250214000133,C00008478,REJECT,R006,\N,\N,\N,2025-02-14 21:09:35,v1,1
AP20250617000064,C00005683,APPROVE,\N,3798.56,0.24,24,2025-06-17 21:05:58,v1,1
AP20250529000071,C00003024,REJECT,R004,\N,\N,\N,2025-05-29 11:01:07,v1,1
AP20250228000140,C00005422,REJECT,R006,\N,\N,\N,2025-02-28 23:37:30,v1,1
AP20250304000114,C00002316,APPROVE,\N,5000.00,0.19,24,2025-03-04 16:15:27,v1,1
